YearMonth,Year,Month,Bidding,Bid_Type,Category,quantity
2005 Sep,2005,Sep,1st,Successful,Open,1133
2005 Sep,2005,Sep,1st,Received,Total,7330
2005 Sep,2005,Sep,1st,Received,Cars <=1600cc,2854
2005 Sep,2005,Sep,1st,Received,Cars >1600cc,1484
2005 Sep,2005,Sep,1st,Received,Goods Vehicles and Buses,719
2005 Sep,2005,Sep,1st,Received,Motorcycles,715
2005 Sep,2005,Sep,1st,Received,Open,1558
2005 Sep,2005,Sep,1st,Dollar Amount,Cars <=1600cc,16461
2005 Sep,2005,Sep,1st,Dollar Amount,Cars >1600cc,16889
2005 Sep,2005,Sep,1st,Dollar Amount,Goods Vehicles and Buses,7101
2005 Sep,2005,Sep,1st,Dollar Amount,Motorcycles,656
2005 Sep,2005,Sep,1st,Dollar Amount,Open,16699
2005 Sep,2005,Sep,2nd,Quota,Total,5591
2005 Sep,2005,Sep,2nd,Quota,Cars <=1600cc,2202
2005 Sep,2005,Sep,2nd,Quota,Cars >1600cc,1108
2005 Sep,2005,Sep,2nd,Quota,Goods Vehicles and Buses,587
2005 Sep,2005,Sep,2nd,Quota,Motorcycles,555
2005 Sep,2005,Sep,2nd,Quota,Open,1139
2005 Sep,2005,Sep,2nd,Successful,Total,5517
2005 Sep,2005,Sep,2nd,Successful,Cars <=1600cc,2179
2005 Sep,2005,Sep,2nd,Successful,Cars >1600cc,1106
2005 Sep,2005,Sep,2nd,Successful,Goods Vehicles and Buses,587
2005 Sep,2005,Sep,2nd,Successful,Motorcycles,553
2005 Sep,2005,Sep,2nd,Successful,Open,1092
2005 Sep,2005,Sep,2nd,Received,Total,6588
2005 Sep,2005,Sep,2nd,Received,Cars <=1600cc,2428
2005 Sep,2005,Sep,2nd,Received,Cars >1600cc,1270
2005 Sep,2005,Sep,2nd,Received,Goods Vehicles and Buses,679
2005 Sep,2005,Sep,2nd,Received,Motorcycles,778
2005 Sep,2005,Sep,2nd,Received,Open,1433
2005 Sep,2005,Sep,2nd,Dollar Amount,Cars <=1600cc,15309
2005 Sep,2005,Sep,2nd,Dollar Amount,Cars >1600cc,14808
2005 Sep,2005,Sep,2nd,Dollar Amount,Goods Vehicles and Buses,7264
2005 Sep,2005,Sep,2nd,Dollar Amount,Motorcycles,590
2005 Sep,2005,Sep,2nd,Dollar Amount,Open,15699
2005 Sep,2005,Sep,2nd,PQP,Cars <=1600cc,16165
2005 Sep,2005,Sep,2nd,PQP,Cars >1600cc,15982
2005 Sep,2005,Sep,2nd,PQP,Goods Vehicles and Buses,6719
2005 Sep,2005,Sep,2nd,PQP,Motorcycles,663
2005 Oct,2005,Oct,1st,Quota,Total,6619
2005 Oct,2005,Oct,1st,Quota,Cars <=1600cc,2785
2005 Oct,2005,Oct,1st,Quota,Cars >1600cc,1288
2005 Oct,2005,Oct,1st,Quota,Goods Vehicles and Buses,616
2005 Oct,2005,Oct,1st,Quota,Motorcycles,513
2005 Oct,2005,Oct,1st,Quota,Open,1417
2005 Oct,2005,Oct,1st,Successful,Total,6553
2005 Oct,2005,Oct,1st,Successful,Cars <=1600cc,2784
2005 Oct,2005,Oct,1st,Successful,Cars >1600cc,1288
2005 Oct,2005,Oct,1st,Successful,Goods Vehicles and Buses,616
2005 Oct,2005,Oct,1st,Successful,Motorcycles,513
2005 Oct,2005,Oct,1st,Successful,Open,1352
2005 Oct,2005,Oct,1st,Received,Total,7747
2005 Oct,2005,Oct,1st,Received,Cars <=1600cc,3188
2005 Oct,2005,Oct,1st,Received,Cars >1600cc,1485
2005 Oct,2005,Oct,1st,Received,Goods Vehicles and Buses,741
2005 Oct,2005,Oct,1st,Received,Motorcycles,627
2005 Oct,2005,Oct,1st,Received,Open,1706
2005 Oct,2005,Oct,1st,Dollar Amount,Cars <=1600cc,11991
2005 Oct,2005,Oct,1st,Dollar Amount,Cars >1600cc,11002
2005 Oct,2005,Oct,1st,Dollar Amount,Goods Vehicles and Buses,7334
2005 Oct,2005,Oct,1st,Dollar Amount,Motorcycles,551
2005 Oct,2005,Oct,1st,Dollar Amount,Open,12000
2005 Oct,2005,Oct,2nd,Quota,Total,6611
2005 Oct,2005,Oct,2nd,Quota,Cars <=1600cc,2808
2005 Oct,2005,Oct,2nd,Quota,Cars >1600cc,1267
2005 Oct,2005,Oct,2nd,Quota,Goods Vehicles and Buses,587
2005 Oct,2005,Oct,2nd,Quota,Motorcycles,508
2005 Oct,2005,Oct,2nd,Quota,Open,1441
2005 Oct,2005,Oct,2nd,Successful,Total,6530
2005 Oct,2005,Oct,2nd,Successful,Cars <=1600cc,2759
2005 Oct,2005,Oct,2nd,Successful,Cars >1600cc,1250
2005 Oct,2005,Oct,2nd,Successful,Goods Vehicles and Buses,587
2005 Oct,2005,Oct,2nd,Successful,Motorcycles,507
2005 Oct,2005,Oct,2nd,Successful,Open,1427
2005 Oct,2005,Oct,2nd,Received,Total,11458
2005 Oct,2005,Oct,2nd,Received,Cars <=1600cc,5927
2005 Oct,2005,Oct,2nd,Received,Cars >1600cc,2046
2005 Oct,2005,Oct,2nd,Received,Goods Vehicles and Buses,730
2005 Oct,2005,Oct,2nd,Received,Motorcycles,640
2005 Oct,2005,Oct,2nd,Received,Open,2115
2005 Oct,2005,Oct,2nd,Dollar Amount,Cars <=1600cc,14501
2005 Oct,2005,Oct,2nd,Dollar Amount,Cars >1600cc,14101
2005 Oct,2005,Oct,2nd,Dollar Amount,Goods Vehicles and Buses,7911
2005 Oct,2005,Oct,2nd,Dollar Amount,Motorcycles,571
2005 Oct,2005,Oct,2nd,Dollar Amount,Open,14503
2005 Oct,2005,Oct,2nd,PQP,Cars <=1600cc,15145
2005 Oct,2005,Oct,2nd,PQP,Cars >1600cc,14832
2005 Oct,2005,Oct,2nd,PQP,Goods Vehicles and Buses,7089
2005 Oct,2005,Oct,2nd,PQP,Motorcycles,616
2005 Nov,2005,Nov,1st,Quota,Total,6605
2005 Nov,2005,Nov,1st,Quota,Cars <=1600cc,2786
2005 Nov,2005,Nov,1st,Quota,Cars >1600cc,1265
2005 Nov,2005,Nov,1st,Quota,Goods Vehicles and Buses,588
2005 Nov,2005,Nov,1st,Quota,Motorcycles,506
2005 Nov,2005,Nov,1st,Quota,Open,1460
2005 Nov,2005,Nov,1st,Successful,Total,6543
2005 Nov,2005,Nov,1st,Successful,Cars <=1600cc,2779
2005 Nov,2005,Nov,1st,Successful,Cars >1600cc,1263
2005 Nov,2005,Nov,1st,Successful,Goods Vehicles and Buses,582
2005 Nov,2005,Nov,1st,Successful,Motorcycles,478
2005 Nov,2005,Nov,1st,Successful,Open,1441
2005 Nov,2005,Nov,1st,Received,Total,11072
2005 Nov,2005,Nov,1st,Received,Cars <=1600cc,5624
2005 Nov,2005,Nov,1st,Received,Cars >1600cc,2086
2005 Nov,2005,Nov,1st,Received,Goods Vehicles and Buses,872
2005 Nov,2005,Nov,1st,Received,Motorcycles,585
2005 Nov,2005,Nov,1st,Received,Open,1905
2005 Nov,2005,Nov,1st,Dollar Amount,Cars <=1600cc,14700
2005 Nov,2005,Nov,1st,Dollar Amount,Cars >1600cc,14751
2005 Nov,2005,Nov,1st,Dollar Amount,Goods Vehicles and Buses,8889
2005 Nov,2005,Nov,1st,Dollar Amount,Motorcycles,602
2005 Nov,2005,Nov,1st,Dollar Amount,Open,14801
2005 Nov,2005,Nov,2nd,Quota,Total,6618
2005 Nov,2005,Nov,2nd,Quota,Cars <=1600cc,2834
2005 Nov,2005,Nov,2nd,Quota,Cars >1600cc,1282
2005 Nov,2005,Nov,2nd,Quota,Goods Vehicles and Buses,587
2005 Nov,2005,Nov,2nd,Quota,Motorcycles,507
2005 Nov,2005,Nov,2nd,Quota,Open,1408
2005 Nov,2005,Nov,2nd,Successful,Total,6535
2005 Nov,2005,Nov,2nd,Successful,Cars <=1600cc,2761
2005 Nov,2005,Nov,2nd,Successful,Cars >1600cc,1276
2005 Nov,2005,Nov,2nd,Successful,Goods Vehicles and Buses,587
2005 Nov,2005,Nov,2nd,Successful,Motorcycles,503
2005 Nov,2005,Nov,2nd,Successful,Open,1408
2005 Nov,2005,Nov,2nd,Received,Total,9845
2005 Nov,2005,Nov,2nd,Received,Cars <=1600cc,4781
2005 Nov,2005,Nov,2nd,Received,Cars >1600cc,1692
2005 Nov,2005,Nov,2nd,Received,Goods Vehicles and Buses,717
2005 Nov,2005,Nov,2nd,Received,Motorcycles,653
2005 Nov,2005,Nov,2nd,Received,Open,2002
2005 Nov,2005,Nov,2nd,Dollar Amount,Cars <=1600cc,14001
2005 Nov,2005,Nov,2nd,Dollar Amount,Cars >1600cc,14897
2005 Nov,2005,Nov,2nd,Dollar Amount,Goods Vehicles and Buses,8711
2005 Nov,2005,Nov,2nd,Dollar Amount,Motorcycles,579
2005 Nov,2005,Nov,2nd,Dollar Amount,Open,14505
2005 Nov,2005,Nov,2nd,PQP,Cars <=1600cc,14494
2005 Nov,2005,Nov,2nd,PQP,Cars >1600cc,14408
2005 Nov,2005,Nov,2nd,PQP,Goods Vehicles and Buses,7869
2005 Nov,2005,Nov,2nd,PQP,Motorcycles,592
2005 Dec,2005,Dec,1st,Quota,Total,6601
2005 Dec,2005,Dec,1st,Quota,Cars <=1600cc,2792
2005 Dec,2005,Dec,1st,Quota,Cars >1600cc,1267
2005 Dec,2005,Dec,1st,Quota,Goods Vehicles and Buses,594
2005 Dec,2005,Dec,1st,Quota,Motorcycles,534
2005 Dec,2005,Dec,1st,Quota,Open,1414
2005 Dec,2005,Dec,1st,Successful,Total,6553
2005 Dec,2005,Dec,1st,Successful,Cars <=1600cc,2790
2005 Dec,2005,Dec,1st,Successful,Cars >1600cc,1255
2005 Dec,2005,Dec,1st,Successful,Goods Vehicles and Buses,575
2005 Dec,2005,Dec,1st,Successful,Motorcycles,527
2005 Dec,2005,Dec,1st,Successful,Open,1406
2005 Dec,2005,Dec,1st,Received,Total,9147
2005 Dec,2005,Dec,1st,Received,Cars <=1600cc,4171
2005 Dec,2005,Dec,1st,Received,Cars >1600cc,1499
2005 Dec,2005,Dec,1st,Received,Goods Vehicles and Buses,694
2005 Dec,2005,Dec,1st,Received,Motorcycles,671
2005 Dec,2005,Dec,1st,Received,Open,2112
2005 Dec,2005,Dec,1st,Dollar Amount,Cars <=1600cc,13700
2005 Dec,2005,Dec,1st,Dollar Amount,Cars >1600cc,13301
2005 Dec,2005,Dec,1st,Dollar Amount,Goods Vehicles and Buses,8501
2005 Dec,2005,Dec,1st,Dollar Amount,Motorcycles,554
2005 Dec,2005,Dec,1st,Dollar Amount,Open,14200
2005 Dec,2005,Dec,2nd,Quota,Total,6620
2005 Dec,2005,Dec,2nd,Quota,Cars <=1600cc,2858
2005 Dec,2005,Dec,2nd,Quota,Cars >1600cc,1271
2005 Dec,2005,Dec,2nd,Quota,Goods Vehicles and Buses,587
2005 Dec,2005,Dec,2nd,Quota,Motorcycles,510
2005 Dec,2005,Dec,2nd,Quota,Open,1394
2005 Dec,2005,Dec,2nd,Successful,Total,6569
2005 Dec,2005,Dec,2nd,Successful,Cars <=1600cc,2858
2005 Dec,2005,Dec,2nd,Successful,Cars >1600cc,1261
2005 Dec,2005,Dec,2nd,Successful,Goods Vehicles and Buses,579
2005 Dec,2005,Dec,2nd,Successful,Motorcycles,485
2005 Dec,2005,Dec,2nd,Successful,Open,1386
2005 Dec,2005,Dec,2nd,Received,Total,7863
2005 Dec,2005,Dec,2nd,Received,Cars <=1600cc,3309
2005 Dec,2005,Dec,2nd,Received,Cars >1600cc,1386
2005 Dec,2005,Dec,2nd,Received,Goods Vehicles and Buses,672
2005 Dec,2005,Dec,2nd,Received,Motorcycles,569
2005 Dec,2005,Dec,2nd,Received,Open,1927
2005 Dec,2005,Dec,2nd,Dollar Amount,Cars <=1600cc,12081
2005 Dec,2005,Dec,2nd,Dollar Amount,Cars >1600cc,9001
2005 Dec,2005,Dec,2nd,Dollar Amount,Goods Vehicles and Buses,5010
2005 Dec,2005,Dec,2nd,Dollar Amount,Motorcycles,552
2005 Dec,2005,Dec,2nd,Dollar Amount,Open,13302
2005 Dec,2005,Dec,2nd,PQP,Cars <=1600cc,13496
2005 Dec,2005,Dec,2nd,PQP,Cars >1600cc,12843
2005 Dec,2005,Dec,2nd,PQP,Goods Vehicles and Buses,7726
2005 Dec,2005,Dec,2nd,PQP,Motorcycles,569
2006 Jan,2006,Jan,1st,Quota,Total,6587
2006 Jan,2006,Jan,1st,Quota,Cars <=1600cc,2787
2006 Jan,2006,Jan,1st,Quota,Cars >1600cc,1277
2006 Jan,2006,Jan,1st,Quota,Goods Vehicles and Buses,607
2006 Jan,2006,Jan,1st,Quota,Motorcycles,513
2006 Jan,2006,Jan,1st,Quota,Open,1403
2006 Jan,2006,Jan,1st,Successful,Total,6569
2006 Jan,2006,Jan,1st,Successful,Cars <=1600cc,2778
2006 Jan,2006,Jan,1st,Successful,Cars >1600cc,1277
2006 Jan,2006,Jan,1st,Successful,Goods Vehicles and Buses,602
2006 Jan,2006,Jan,1st,Successful,Motorcycles,511
2006 Jan,2006,Jan,1st,Successful,Open,1401
2006 Jan,2006,Jan,1st,Received,Total,8062
2006 Jan,2006,Jan,1st,Received,Cars <=1600cc,3076
2006 Jan,2006,Jan,1st,Received,Cars >1600cc,1876
2006 Jan,2006,Jan,1st,Received,Goods Vehicles and Buses,676
2006 Jan,2006,Jan,1st,Received,Motorcycles,575
2006 Jan,2006,Jan,1st,Received,Open,1859
2006 Jan,2006,Jan,1st,Dollar Amount,Cars <=1600cc,10602
2006 Jan,2006,Jan,1st,Dollar Amount,Cars >1600cc,11602
2006 Jan,2006,Jan,1st,Dollar Amount,Goods Vehicles and Buses,5889
2006 Jan,2006,Jan,1st,Dollar Amount,Motorcycles,479
2006 Jan,2006,Jan,1st,Dollar Amount,Open,11701
2006 Jan,2006,Jan,2nd,Quota,Total,6588
2006 Jan,2006,Jan,2nd,Quota,Cars <=1600cc,2785
2006 Jan,2006,Jan,2nd,Quota,Cars >1600cc,1275
2006 Jan,2006,Jan,2nd,Quota,Goods Vehicles and Buses,595
2006 Jan,2006,Jan,2nd,Quota,Motorcycles,531
2006 Jan,2006,Jan,2nd,Quota,Open,1402
2006 Jan,2006,Jan,2nd,Successful,Total,6572
2006 Jan,2006,Jan,2nd,Successful,Cars <=1600cc,2783
2006 Jan,2006,Jan,2nd,Successful,Cars >1600cc,1266
2006 Jan,2006,Jan,2nd,Successful,Goods Vehicles and Buses,594
2006 Jan,2006,Jan,2nd,Successful,Motorcycles,530
2006 Jan,2006,Jan,2nd,Successful,Open,1399
2006 Jan,2006,Jan,2nd,Received,Total,7841
2006 Jan,2006,Jan,2nd,Received,Cars <=1600cc,3213
2006 Jan,2006,Jan,2nd,Received,Cars >1600cc,1483
2006 Jan,2006,Jan,2nd,Received,Goods Vehicles and Buses,826
2006 Jan,2006,Jan,2nd,Received,Motorcycles,664
2006 Jan,2006,Jan,2nd,Received,Open,1655
2006 Jan,2006,Jan,2nd,Dollar Amount,Cars <=1600cc,8009
2006 Jan,2006,Jan,2nd,Dollar Amount,Cars >1600cc,9603
2006 Jan,2006,Jan,2nd,Dollar Amount,Goods Vehicles and Buses,6302
2006 Jan,2006,Jan,2nd,Dollar Amount,Motorcycles,401
2006 Jan,2006,Jan,2nd,Dollar Amount,Open,9801
2006 Jan,2006,Jan,2nd,PQP,Cars <=1600cc,12183
2006 Jan,2006,Jan,2nd,PQP,Cars >1600cc,12193
2006 Jan,2006,Jan,2nd,PQP,Goods Vehicles and Buses,7217
2006 Jan,2006,Jan,2nd,PQP,Motorcycles,528
2006 Feb,2006,Feb,1st,Quota,Total,6557
2006 Feb,2006,Feb,1st,Quota,Cars <=1600cc,2794
2006 Feb,2006,Feb,1st,Quota,Cars >1600cc,1265
2006 Feb,2006,Feb,1st,Quota,Goods Vehicles and Buses,593
2006 Feb,2006,Feb,1st,Quota,Motorcycles,508
2006 Feb,2006,Feb,1st,Quota,Open,1397
2006 Feb,2006,Feb,1st,Successful,Total,6530
2006 Feb,2006,Feb,1st,Successful,Cars <=1600cc,2787
2006 Feb,2006,Feb,1st,Successful,Cars >1600cc,1262
2006 Feb,2006,Feb,1st,Successful,Goods Vehicles and Buses,585
2006 Feb,2006,Feb,1st,Successful,Motorcycles,499
2006 Feb,2006,Feb,1st,Successful,Open,1397
2006 Feb,2006,Feb,1st,Received,Total,10513
2006 Feb,2006,Feb,1st,Received,Cars <=1600cc,5517
2006 Feb,2006,Feb,1st,Received,Cars >1600cc,1726
2006 Feb,2006,Feb,1st,Received,Goods Vehicles and Buses,841
2006 Feb,2006,Feb,1st,Received,Motorcycles,644
2006 Feb,2006,Feb,1st,Received,Open,1785
2006 Feb,2006,Feb,1st,Dollar Amount,Cars <=1600cc,10284
2006 Feb,2006,Feb,1st,Dollar Amount,Cars >1600cc,9501
2006 Feb,2006,Feb,1st,Dollar Amount,Goods Vehicles and Buses,7296
2006 Feb,2006,Feb,1st,Dollar Amount,Motorcycles,452
2006 Feb,2006,Feb,1st,Dollar Amount,Open,9275
2006 Feb,2006,Feb,2nd,Quota,Total,6553
2006 Feb,2006,Feb,2nd,Quota,Cars <=1600cc,2787
2006 Feb,2006,Feb,2nd,Quota,Cars >1600cc,1274
2006 Feb,2006,Feb,2nd,Quota,Goods Vehicles and Buses,588
2006 Feb,2006,Feb,2nd,Quota,Motorcycles,507
2006 Feb,2006,Feb,2nd,Quota,Open,1397
2006 Feb,2006,Feb,2nd,Successful,Total,6536
2006 Feb,2006,Feb,2nd,Successful,Cars <=1600cc,2779
2006 Feb,2006,Feb,2nd,Successful,Cars >1600cc,1271
2006 Feb,2006,Feb,2nd,Successful,Goods Vehicles and Buses,585
2006 Feb,2006,Feb,2nd,Successful,Motorcycles,505
2006 Feb,2006,Feb,2nd,Successful,Open,1396
2006 Feb,2006,Feb,2nd,Received,Total,10334
2006 Feb,2006,Feb,2nd,Received,Cars <=1600cc,5030
2006 Feb,2006,Feb,2nd,Received,Cars >1600cc,1866
2006 Feb,2006,Feb,2nd,Received,Goods Vehicles and Buses,759
2006 Feb,2006,Feb,2nd,Received,Motorcycles,599
2006 Feb,2006,Feb,2nd,Received,Open,2080
2006 Feb,2006,Feb,2nd,Dollar Amount,Cars <=1600cc,10103
2006 Feb,2006,Feb,2nd,Dollar Amount,Cars >1600cc,10489
2006 Feb,2006,Feb,2nd,Dollar Amount,Goods Vehicles and Buses,8313
2006 Feb,2006,Feb,2nd,Dollar Amount,Motorcycles,495
2006 Feb,2006,Feb,2nd,Dollar Amount,Open,10400
2006 Feb,2006,Feb,2nd,PQP,Cars <=1600cc,10797
2006 Feb,2006,Feb,2nd,PQP,Cars >1600cc,10583
2006 Feb,2006,Feb,2nd,PQP,Goods Vehicles and Buses,6886
2006 Feb,2006,Feb,2nd,PQP,Motorcycles,489
2006 Mar,2006,Mar,1st,Quota,Total,6566
2006 Mar,2006,Mar,1st,Quota,Cars <=1600cc,2792
2006 Mar,2006,Mar,1st,Quota,Cars >1600cc,1268
2006 Mar,2006,Mar,1st,Quota,Goods Vehicles and Buses,596
2006 Mar,2006,Mar,1st,Quota,Motorcycles,515
2006 Mar,2006,Mar,1st,Quota,Open,1395
2006 Mar,2006,Mar,1st,Successful,Total,6518
2006 Mar,2006,Mar,1st,Successful,Cars <=1600cc,2786
2006 Mar,2006,Mar,1st,Successful,Cars >1600cc,1268
2006 Mar,2006,Mar,1st,Successful,Goods Vehicles and Buses,588
2006 Mar,2006,Mar,1st,Successful,Motorcycles,489
2006 Mar,2006,Mar,1st,Successful,Open,1387
2006 Mar,2006,Mar,1st,Received,Total,10475
2006 Mar,2006,Mar,1st,Received,Cars <=1600cc,5001
2006 Mar,2006,Mar,1st,Received,Cars >1600cc,1926
2006 Mar,2006,Mar,1st,Received,Goods Vehicles and Buses,749
2006 Mar,2006,Mar,1st,Received,Motorcycles,697
2006 Mar,2006,Mar,1st,Received,Open,2102
2006 Mar,2006,Mar,1st,Dollar Amount,Cars <=1600cc,11199
2006 Mar,2006,Mar,1st,Dollar Amount,Cars >1600cc,12555
2006 Mar,2006,Mar,1st,Dollar Amount,Goods Vehicles and Buses,8430
2006 Mar,2006,Mar,1st,Dollar Amount,Motorcycles,609
2006 Mar,2006,Mar,1st,Dollar Amount,Open,12697
2006 Mar,2006,Mar,2nd,Quota,Total,6552
2006 Mar,2006,Mar,2nd,Quota,Cars <=1600cc,2792
2006 Mar,2006,Mar,2nd,Quota,Cars >1600cc,1267
2006 Mar,2006,Mar,2nd,Quota,Goods Vehicles and Buses,590
2006 Mar,2006,Mar,2nd,Quota,Motorcycles,508
2006 Mar,2006,Mar,2nd,Quota,Open,1395
2006 Mar,2006,Mar,2nd,Successful,Total,6490
2006 Mar,2006,Mar,2nd,Successful,Cars <=1600cc,2784
2006 Mar,2006,Mar,2nd,Successful,Cars >1600cc,1265
2006 Mar,2006,Mar,2nd,Successful,Goods Vehicles and Buses,564
2006 Mar,2006,Mar,2nd,Successful,Motorcycles,483
2006 Mar,2006,Mar,2nd,Successful,Open,1394
2006 Mar,2006,Mar,2nd,Received,Total,9763
2006 Mar,2006,Mar,2nd,Received,Cars <=1600cc,4381
2006 Mar,2006,Mar,2nd,Received,Cars >1600cc,1830
2006 Mar,2006,Mar,2nd,Received,Goods Vehicles and Buses,748
2006 Mar,2006,Mar,2nd,Received,Motorcycles,804
2006 Mar,2006,Mar,2nd,Received,Open,2000
2006 Mar,2006,Mar,2nd,Dollar Amount,Cars <=1600cc,11904
2006 Mar,2006,Mar,2nd,Dollar Amount,Cars >1600cc,13556
2006 Mar,2006,Mar,2nd,Dollar Amount,Goods Vehicles and Buses,8600
2006 Mar,2006,Mar,2nd,Dollar Amount,Motorcycles,789
2006 Mar,2006,Mar,2nd,Dollar Amount,Open,13689
2006 Mar,2006,Mar,2nd,PQP,Cars <=1600cc,10351
2006 Mar,2006,Mar,2nd,PQP,Cars >1600cc,11218
2006 Mar,2006,Mar,2nd,PQP,Goods Vehicles and Buses,7472
2006 Mar,2006,Mar,2nd,PQP,Motorcycles,538
2006 Apr,2006,Apr,1st,Quota,Total,5510
2006 Apr,2006,Apr,1st,Quota,Cars <=1600cc,2222
2006 Apr,2006,Apr,1st,Quota,Cars >1600cc,1084
2006 Apr,2006,Apr,1st,Quota,Goods Vehicles and Buses,571
2006 Apr,2006,Apr,1st,Quota,Motorcycles,514
2006 Apr,2006,Apr,1st,Quota,Open,1119
2006 Apr,2006,Apr,1st,Successful,Total,5485
2006 Apr,2006,Apr,1st,Successful,Cars <=1600cc,2215
2006 Apr,2006,Apr,1st,Successful,Cars >1600cc,1079
2006 Apr,2006,Apr,1st,Successful,Goods Vehicles and Buses,566
2006 Apr,2006,Apr,1st,Successful,Motorcycles,513
2006 Apr,2006,Apr,1st,Successful,Open,1112
2006 Apr,2006,Apr,1st,Received,Total,7703
2006 Apr,2006,Apr,1st,Received,Cars <=1600cc,3183
2006 Apr,2006,Apr,1st,Received,Cars >1600cc,1420
2006 Apr,2006,Apr,1st,Received,Goods Vehicles and Buses,781
2006 Apr,2006,Apr,1st,Received,Motorcycles,662
2006 Apr,2006,Apr,1st,Received,Open,1657
2006 Apr,2006,Apr,1st,Dollar Amount,Cars <=1600cc,11901
2006 Apr,2006,Apr,1st,Dollar Amount,Cars >1600cc,13402
2006 Apr,2006,Apr,1st,Dollar Amount,Goods Vehicles and Buses,10059
2006 Apr,2006,Apr,1st,Dollar Amount,Motorcycles,851
2006 Apr,2006,Apr,1st,Dollar Amount,Open,13301
2006 Apr,2006,Apr,2nd,Quota,Total,5526
2006 Apr,2006,Apr,2nd,Quota,Cars <=1600cc,2225
2006 Apr,2006,Apr,2nd,Quota,Cars >1600cc,1086
2006 Apr,2006,Apr,2nd,Quota,Goods Vehicles and Buses,590
2006 Apr,2006,Apr,2nd,Quota,Motorcycles,513
2006 Apr,2006,Apr,2nd,Quota,Open,1112
2006 Apr,2006,Apr,2nd,Successful,Total,5437
2006 Apr,2006,Apr,2nd,Successful,Cars <=1600cc,2220
2006 Apr,2006,Apr,2nd,Successful,Cars >1600cc,1079
2006 Apr,2006,Apr,2nd,Successful,Goods Vehicles and Buses,581
2006 Apr,2006,Apr,2nd,Successful,Motorcycles,510
2006 Apr,2006,Apr,2nd,Successful,Open,1047
2006 Apr,2006,Apr,2nd,Received,Total,7068
2006 Apr,2006,Apr,2nd,Received,Cars <=1600cc,2762
2006 Apr,2006,Apr,2nd,Received,Cars >1600cc,1299
2006 Apr,2006,Apr,2nd,Received,Goods Vehicles and Buses,784
2006 Apr,2006,Apr,2nd,Received,Motorcycles,709
2006 Apr,2006,Apr,2nd,Received,Open,1514
2006 Apr,2006,Apr,2nd,Dollar Amount,Cars <=1600cc,11901
2006 Apr,2006,Apr,2nd,Dollar Amount,Cars >1600cc,13101
2006 Apr,2006,Apr,2nd,Dollar Amount,Goods Vehicles and Buses,11301
2006 Apr,2006,Apr,2nd,Dollar Amount,Motorcycles,756
2006 Apr,2006,Apr,2nd,Dollar Amount,Open,13000
2006 Apr,2006,Apr,2nd,PQP,Cars <=1600cc,11216
2006 Apr,2006,Apr,2nd,PQP,Cars >1600cc,12101
2006 Apr,2006,Apr,2nd,PQP,Goods Vehicles and Buses,9000
2006 Apr,2006,Apr,2nd,PQP,Motorcycles,659
2006 May,2006,May,1st,Quota,Total,5487
2006 May,2006,May,1st,Quota,Cars <=1600cc,2223
2006 May,2006,May,1st,Quota,Cars >1600cc,1089
2006 May,2006,May,1st,Quota,Goods Vehicles and Buses,568
2006 May,2006,May,1st,Quota,Motorcycles,489
2006 May,2006,May,1st,Quota,Open,1118
2006 May,2006,May,1st,Successful,Total,5462
2006 May,2006,May,1st,Successful,Cars <=1600cc,2222
2006 May,2006,May,1st,Successful,Cars >1600cc,1077
2006 May,2006,May,1st,Successful,Goods Vehicles and Buses,564
2006 May,2006,May,1st,Successful,Motorcycles,489
2006 May,2006,May,1st,Successful,Open,1110
2006 May,2006,May,1st,Received,Total,6532
2006 May,2006,May,1st,Received,Cars <=1600cc,2426
2006 May,2006,May,1st,Received,Cars >1600cc,1293
2006 May,2006,May,1st,Received,Goods Vehicles and Buses,727
2006 May,2006,May,1st,Received,Motorcycles,611
2006 May,2006,May,1st,Received,Open,1475
2006 May,2006,May,1st,Dollar Amount,Cars <=1600cc,10003
2006 May,2006,May,1st,Dollar Amount,Cars >1600cc,11519
2006 May,2006,May,1st,Dollar Amount,Goods Vehicles and Buses,12101
2006 May,2006,May,1st,Dollar Amount,Motorcycles,802
2006 May,2006,May,1st,Dollar Amount,Open,12402
2006 May,2006,May,2nd,Quota,Total,5553
2006 May,2006,May,2nd,Quota,Cars <=1600cc,2222
2006 May,2006,May,2nd,Quota,Cars >1600cc,1091
2006 May,2006,May,2nd,Quota,Goods Vehicles and Buses,573
2006 May,2006,May,2nd,Quota,Motorcycles,491
2006 May,2006,May,2nd,Quota,Open,1176
2006 May,2006,May,2nd,Successful,Total,5541
2006 May,2006,May,2nd,Successful,Cars <=1600cc,2222
2006 May,2006,May,2nd,Successful,Cars >1600cc,1087
2006 May,2006,May,2nd,Successful,Goods Vehicles and Buses,566
2006 May,2006,May,2nd,Successful,Motorcycles,490
2006 May,2006,May,2nd,Successful,Open,1176
2006 May,2006,May,2nd,Received,Total,6653
2006 May,2006,May,2nd,Received,Cars <=1600cc,2473
2006 May,2006,May,2nd,Received,Cars >1600cc,1337
2006 May,2006,May,2nd,Received,Goods Vehicles and Buses,710
2006 May,2006,May,2nd,Received,Motorcycles,563
2006 May,2006,May,2nd,Received,Open,1570
2006 May,2006,May,2nd,Dollar Amount,Cars <=1600cc,10100
2006 May,2006,May,2nd,Dollar Amount,Cars >1600cc,11801
2006 May,2006,May,2nd,Dollar Amount,Goods Vehicles and Buses,11100
